row_id,split,rouge1_f1,rouge1_p,rouge1_r,rouge2_f1,rouge2_p,rouge2_r,rougeL_f1,rougeL_p,rougeL_r,bleu,meteor,parole_generate
425,train,0.19905213270142183,0.6,0.11931818181818182,0.029304029304029304,0.1111111111111111,0.016877637130801686,0.08421052631578947,0.32432432432432434,0.04838709677419355,0.0008769795888200283,0.10136623879050564,36
1639,train,0.29677419354838713,0.4791666666666667,0.21495327102803738,0.05714285714285714,0.1,0.04,0.1743119266055046,0.296875,0.12337662337662338,0.02312290591541822,0.24136459335507526,63
1739,train,0.31313131313131315,0.7380952380952381,0.1987179487179487,0.09252669039145907,0.25,0.056768558951965066,0.16382252559726965,0.42105263157894735,0.1016949152542373,0.005083204082617745,0.19715715168646974,54
1952,train,0.2376237623762376,0.6153846153846154,0.147239263803681,0.06315789473684211,0.20454545454545456,0.03734439834024896,0.13333333333333333,0.4444444444444444,0.0784313725490196,0.0017210944474910907,0.12393121022473057,45
2082,train,0.2,0.5,0.125,0.04081632653061224,0.11320754716981132,0.024896265560165973,0.11147540983606558,0.3090909090909091,0.068,0.0030830811667466157,0.13882747042248803,55
2847,train,0.27615062761506276,0.7021276595744681,0.171875,0.08571428571428572,0.25862068965517243,0.05136986301369863,0.14634146341463417,0.4576271186440678,0.08709677419354839,0.0018509732290966396,0.14742012986494565,58
3003,train,0.23923444976076555,0.5952380952380952,0.1497005988023952,0.05633802816901409,0.16326530612244897,0.03404255319148936,0.08965517241379312,0.2549019607843137,0.05439330543933055,0.0027879669265489424,0.15440508628503252,50
4558,train,0.18779342723004694,0.4878048780487805,0.11627906976744186,0.033783783783783786,0.10204081632653061,0.020242914979757085,0.0967741935483871,0.3,0.057692307692307696,0.003520035294590243,0.1129663447699174,50
4679,train,0.3576158940397351,0.6,0.25471698113207547,0.0878048780487805,0.15789473684210525,0.060810810810810814,0.22429906542056077,0.4067796610169492,0.15483870967741936,0.030112404469842997,0.2682247557747145,59
5164,train,0.2840909090909091,0.5208333333333334,0.1953125,0.08097165991902834,0.18181818181818182,0.052083333333333336,0.1444866920152091,0.3333333333333333,0.09223300970873786,0.009388455329519065,0.16745159586707312,55
5229,train,0.34146341463414637,0.7777777777777778,0.21875,0.08135593220338984,0.23076923076923078,0.04938271604938271,0.13418530351437702,0.3888888888888889,0.08108108108108109,0.0026675749306509767,0.17610062838532542,52
5697,train,0.43386243386243384,0.5857142857142857,0.3445378151260504,0.18181818181818182,0.2948717948717949,0.13142857142857142,0.20377358490566036,0.34177215189873417,0.14516129032258066,0.06671574285620735,0.285221707075133,80
6078,train,0.202020202020202,0.4,0.13513513513513514,0.021978021978021976,0.05263157894736842,0.013888888888888888,0.11387900355871886,0.27586206896551724,0.07174887892376682,0.0089310589111048,0.12587725105932202,57
6140,train,0.25365853658536586,0.5,0.16993464052287582,0.05054151624548736,0.11475409836065574,0.032407407407407406,0.16551724137931034,0.3870967741935484,0.10526315789473684,0.01749580092170904,0.1655615590551821,64
6338,train,0.14035087719298245,0.3076923076923077,0.09090909090909091,0,0.0,0.0,0.08396946564885496,0.22916666666666666,0.0514018691588785,0.011805820736915142,0.09116314827127658,48
6619,train,0.1743119266055046,0.48717948717948717,0.10614525139664804,0.07142857142857142,0.2682926829268293,0.04119850187265917,0.10559006211180125,0.40476190476190477,0.060714285714285714,0.0005993249267917601,0.08586696919297204,42
6698,train,0.19591836734693877,0.4528301886792453,0.125,0.022408963585434174,0.07272727272727272,0.013245033112582781,0.07874015748031497,0.26785714285714285,0.046153846153846156,0.0015068733304501585,0.087217046020074,53
6717,train,0.32098765432098764,0.5306122448979592,0.23008849557522124,0.10185185185185185,0.2,0.06832298136645963,0.16740088105726872,0.3392857142857143,0.1111111111111111,0.01974656111210774,0.18806309506447091,55
7296,train,0.3024390243902439,0.6458333333333334,0.19745222929936307,0.07920792079207922,0.22641509433962265,0.048,0.10094637223974763,0.2962962962962963,0.060836501901140684,0.0033707377599263215,0.14869870173976915,53
8180,train,0.2403846153846154,0.4716981132075472,0.16129032258064516,0.04225352112676056,0.08823529411764706,0.027777777777777776,0.1232876712328767,0.2608695652173913,0.08071748878923767,0.023345466405955678,0.17822647580370582,68
9144,train,0.18681318681318682,0.3953488372093023,0.1223021582733813,0.015325670498084292,0.0392156862745098,0.009523809523809525,0.08823529411764705,0.23076923076923078,0.05454545454545454,0.005534898520525224,0.12795275584753013,50
10189,train,0.1990521327014218,0.4883720930232558,0.125,0.03367003367003367,0.08928571428571429,0.02074688796680498,0.09584664536741214,0.2542372881355932,0.05905511811023622,0.004550746310880064,0.13218953433250197,59
10463,train,0.38709677419354843,0.72,0.2647058823529412,0.14728682170542637,0.3064516129032258,0.09693877551020408,0.16296296296296298,0.3492063492063492,0.10628019323671498,0.02502875448401433,0.2388368914736609,63
10659,train,0.1958041958041958,0.3181818181818182,0.1414141414141414,0.021978021978021976,0.04081632653061224,0.015037593984962405,0.09677419354838711,0.18,0.0661764705882353,0.02109453262318748,0.13338349869992247,49
12601,train,0.16216216216216217,0.3409090909090909,0.10638297872340426,0.023622047244094484,0.06,0.014705882352941176,0.08365019011406842,0.21153846153846154,0.052132701421800945,0.0035468123658203418,0.0966065274644408,51
13031,train,0.1956521739130435,0.45,0.125,0.08664259927797834,0.2553191489361702,0.05217391304347826,0.125,0.3877551020408163,0.07450980392156863,0.003374076099933994,0.09812285359394941,47
13730,train,0.0962962962962963,0.40625,0.0546218487394958,0.015625,0.07692307692307693,0.008695652173913044,0.06947890818858561,0.35,0.03856749311294766,3.1760171834531536e-05,0.06350166051903725,40
14110,train,0.28828828828828823,0.6530612244897959,0.18497109826589594,0.07317073170731707,0.21052631578947367,0.04428044280442804,0.13753581661891118,0.4067796610169492,0.08275862068965517,0.0031535882802235836,0.14237542150406185,59
14328,train,0.2570281124497992,0.6808510638297872,0.15841584158415842,0.07323943661971831,0.2653061224489796,0.042483660130718956,0.13333333333333336,0.5,0.07692307692307693,0.0006922403396219289,0.11764703378040153,48
14446,train,0.2857142857142857,0.48,0.2033898305084746,0.0603448275862069,0.11290322580645161,0.041176470588235294,0.2016806722689076,0.38095238095238093,0.13714285714285715,0.018021589030707958,0.20144434186751442,62
14628,train,0.22485207100591714,0.4318181818181818,0.152,0.034482758620689655,0.08,0.02197802197802198,0.13765182186234817,0.3269230769230769,0.08717948717948718,0.005818919289433404,0.13834016806447996,49
14935,train,0.4105960264900662,0.6888888888888889,0.29245283018867924,0.12807881773399016,0.2549019607843137,0.08552631578947369,0.22966507177033496,0.4528301886792453,0.15384615384615385,0.027010881511718984,0.2608098813333149,52
15247,train,0.2803738317757009,0.6666666666666666,0.17751479289940827,0.07308970099667773,0.20754716981132076,0.04435483870967742,0.14193548387096774,0.4074074074074074,0.0859375,0.0032002804155444892,0.16115347269539426,52
15256,train,0.22399999999999998,0.2692307692307692,0.1917808219178082,0.041379310344827586,0.05084745762711865,0.03488372093023256,0.12080536912751677,0.15,0.10112359550561797,0.07402432526219484,0.19744442510523186,58
16049,train,0.2857142857142857,0.43103448275862066,0.21367521367521367,0.08979591836734695,0.16176470588235295,0.062146892655367235,0.12307692307692308,0.2318840579710145,0.08376963350785341,0.023003979718059453,0.1957487086801013,68
17335,train,0.36756756756756753,0.7906976744186046,0.23943661971830985,0.1411764705882353,0.34615384615384615,0.08866995073891626,0.24242424242424246,0.5925925925925926,0.1523809523809524,0.010525125322267242,0.23148148140679473,54
17496,train,0.3623188405797101,0.5813953488372093,0.2631578947368421,0.15384615384615385,0.2857142857142857,0.10526315789473684,0.2751322751322752,0.52,0.18705035971223022,0.041443092887790606,0.24596463377631517,49
18024,train,0.3294117647058824,0.6222222222222222,0.224,0.06976744186046512,0.17647058823529413,0.043478260869565216,0.13986013986013987,0.37735849056603776,0.08583690987124463,0.0035546937141418444,0.15348739734087613,51
18210,train,0.2061855670103093,0.4878048780487805,0.13071895424836602,0.07194244604316546,0.20408163265306123,0.043668122270742356,0.1258741258741259,0.36,0.07627118644067797,0.0083375890238086,0.13339195401770276,50
18217,train,0.31674208144796384,0.7608695652173914,0.2,0.0729483282674772,0.23076923076923078,0.04332129963898917,0.16519174041297935,0.5185185185185185,0.09824561403508772,0.00263172324210685,0.16036653302223372,53
18231,train,0.18090452261306533,0.391304347826087,0.11764705882352941,0.021818181818181816,0.05555555555555555,0.013574660633484163,0.08421052631578947,0.21818181818181817,0.05217391304347826,0.006596390055019312,0.11756740927282142,55
18965,train,0.39175257731958757,0.5,0.3220338983050847,0.06722689075630252,0.08888888888888889,0.05405405405405406,0.180327868852459,0.2391304347826087,0.14473684210526316,0.05226601676855418,0.3150466273963341,46
19213,train,0.15841584158415842,0.36363636363636365,0.10126582278481013,0.04225352112676056,0.11764705882352941,0.02575107296137339,0.087248322147651,0.25,0.052845528455284556,0.005225718634181165,0.0926723584578804,53
22059,train,0.2631578947368421,0.5,0.17857142857142858,0.061224489795918366,0.12244897959183673,0.04081632653061224,0.15533980582524273,0.3076923076923077,0.1038961038961039,0.03539831186213838,0.1947148772864175,52
22298,train,0.21276595744680854,0.45454545454545453,0.1388888888888889,0.048582995951417005,0.11320754716981132,0.030927835051546393,0.11538461538461538,0.26785714285714285,0.07352941176470588,0.006487404281143372,0.153276443935449,54
22541,train,0.1956521739130435,0.47368421052631576,0.1232876712328767,0.0532319391634981,0.15555555555555556,0.03211009174311927,0.14492753623188404,0.4166666666666667,0.08771929824561403,0.0025285088619459513,0.12380841951092919,48
23283,train,0.3454545454545454,0.7755102040816326,0.2222222222222222,0.09615384615384615,0.2542372881355932,0.05928853754940711,0.14465408805031446,0.3770491803278688,0.08949416342412451,0.007408193934489066,0.20219037727092112,61
23526,train,0.2583732057416268,0.5625,0.16770186335403728,0.019801980198019802,0.05084745762711865,0.012295081967213115,0.11575562700964628,0.29508196721311475,0.072,0.007751225993849199,0.15576934928950864,60
23700,train,0.20338983050847462,0.391304347826087,0.13740458015267176,0.026548672566371678,0.05660377358490566,0.017341040462427744,0.10344827586206896,0.2222222222222222,0.06741573033707865,0.01629022214469091,0.1509137246021355,54
23909,train,0.14150943396226415,0.40540540540540543,0.08571428571428572,0.028469750889679714,0.09090909090909091,0.016877637130801686,0.10309278350515463,0.3191489361702128,0.06147540983606557,0.001211036537628139,0.09808292445459084,45
24260,train,0.21698113207547168,0.46,0.1419753086419753,0.05405405405405406,0.13333333333333333,0.03389830508474576,0.13114754098360656,0.32786885245901637,0.08196721311475409,0.005323617339172315,0.14620760958859003,60
24807,train,0.23111111111111113,0.4126984126984127,0.16049382716049382,0.018691588785046728,0.043478260869565216,0.011904761904761904,0.10682492581602374,0.2535211267605634,0.06766917293233082,0.008916138434525381,0.12980791525731075,71
24898,train,0.39639639639639646,0.5116279069767442,0.3235294117647059,0.09929078014184398,0.12962962962962962,0.08045977011494253,0.2567567567567568,0.3333333333333333,0.2087912087912088,0.05846263583768242,0.3424657315068492,54
24911,train,0.2949308755760369,0.7111111111111111,0.18604651162790697,0.10256410256410257,0.3076923076923077,0.06153846153846154,0.13622291021671828,0.41509433962264153,0.08148148148148149,0.004413564521518462,0.16109505269834876,53
27493,train,0.25210084033613445,0.5454545454545454,0.16393442622950818,0.08426966292134833,0.22388059701492538,0.05190311418685121,0.1382978723404255,0.37681159420289856,0.08469055374592833,0.006604021438977998,0.1447702126802779,68
